conversation_id,rouge1_precision,rouge1_recall,rouge1_f1,rouge2_precision,rouge2_recall,rouge2_f1,rougeL_precision,rougeL_recall,rougeL_f1
cmur1,0.975609756097561,0.6993006993006993,0.814663951120163,0.9705882352941176,0.6947368421052632,0.8098159509202455,0.975609756097561,0.6993006993006993,0.814663951120163
cn0io,0.8467741935483871,0.6521739130434783,0.7368421052631577,0.7967479674796748,0.6125,0.6925795053003534,0.8064516129032258,0.6211180124223602,0.7017543859649121
cn36l,0.926829268292683,0.5241379310344828,0.669603524229075,0.8518518518518519,0.4791666666666667,0.6133333333333334,0.8780487804878049,0.496551724137931,0.6343612334801761
cn4vs,0.9570552147239264,0.21138211382113822,0.3462819089900111,0.9012345679012346,0.19810040705563092,0.3248053392658509,0.9079754601226994,0.2005420054200542,0.3285238623751387
cn5om,0.9702970297029703,0.6282051282051282,0.7626459143968871,0.94,0.6064516129032258,0.7372549019607842,0.9504950495049505,0.6153846153846154,0.7470817120622568
cnakl,0.9712643678160919,0.26283048211508553,0.4137086903304773,0.9075144508670521,0.24454828660436137,0.38527607361963195,0.9482758620689655,0.25660964230171074,0.4039167686658507
cnbyl,0.9689119170984456,0.25546448087431695,0.4043243243243243,0.90625,0.23803009575923392,0.37703141928494044,0.8031088082901554,0.21174863387978143,0.33513513513513515
cnd1y,0.9935897435897436,0.24720893141945774,0.39591315453384424,0.9646302250803859,0.23942537909018355,0.3836317135549872,0.9903846153846154,0.24641148325358853,0.39463601532567055
cnd3k,0.9961685823754789,0.13184584178498987,0.2328705776981639,0.95,0.12531709791983764,0.2214253697893321,0.89272030651341,0.11815415821501014,0.20868786386027766
cngmr,0.9565217391304348,0.4647887323943662,0.6255924170616113,0.9051094890510949,0.4381625441696113,0.5904761904761905,0.9202898550724637,0.4471830985915493,0.6018957345971564
cni11,0.9805825242718447,0.2865248226950355,0.4434687156970363,0.8975609756097561,0.26136363636363635,0.40484048404840484,0.9368932038834952,0.27375886524822696,0.4237102085620198
cnixv,0.8529411764705882,0.4461538461538462,0.5858585858585859,0.7761194029850746,0.40310077519379844,0.5306122448979591,0.7941176470588235,0.4153846153846154,0.5454545454545455
cnji3,0.9692307692307692,0.31343283582089554,0.4736842105263159,0.90625,0.29,0.4393939393939394,0.9230769230769231,0.29850746268656714,0.45112781954887216
cnm0a,0.9649122807017544,0.054455445544554455,0.10309278350515465,0.888235294117647,0.04985143611753054,0.0944045014066896,0.8421052631578947,0.047524752475247525,0.08997188378631678
cnme0,0.9673202614379085,0.09647979139504563,0.17545939537640784,0.8881578947368421,0.08806262230919765,0.1602373887240356,0.9281045751633987,0.09256844850065189,0.16834617664493182
cnp2m,0.9752475247524752,0.24320987654320989,0.38932806324110675,0.9203980099502488,0.22867737948084055,0.3663366336633663,0.9306930693069307,0.23209876543209876,0.37154150197628455
cnvn5,0.9483870967741935,0.588,0.7259259259259259,0.8896103896103896,0.5502008032128514,0.6799007444168734,0.9096774193548387,0.564,0.6962962962962962
cnzj1,0.9915966386554622,0.14540973505853358,0.25362708221386354,0.9535864978902954,0.13933415536374846,0.24314147391070465,0.9537815126050421,0.1398644485520641,0.24395486297689417
co5nb,0.9715909090909091,0.4609164420485175,0.6252285191956124,0.9314285714285714,0.44054054054054054,0.5981651376146788,0.9488636363636364,0.4501347708894879,0.6106032906764168
co6ou,0.9615384615384616,0.08163265306122448,0.1504890895410083,0.8454106280193237,0.07145773785218457,0.13177710843373494,0.8894230769230769,0.07551020408163266,0.13920240782543267
cod6c,0.8923076923076924,0.4142857142857143,0.5658536585365854,0.84375,0.38848920863309355,0.5320197044334976,0.8307692307692308,0.38571428571428573,0.526829268292683
cojcu,0.921875,0.30153321976149916,0.45442875481386397,0.8481675392670157,0.2764505119453925,0.416988416988417,0.8854166666666666,0.28960817717206133,0.43645699614890887
coot0,0.9454545454545454,0.25212121212121213,0.39808612440191393,0.8858447488584474,0.2354368932038835,0.37200383509108337,0.8863636363636364,0.23636363636363636,0.37320574162679426
coud9,0.971830985915493,0.24069767441860465,0.385834109972041,0.9198113207547169,0.2270081490104773,0.3641456582633053,0.9624413145539906,0.23837209302325582,0.3821062441752097
cox98,0.9692307692307692,0.25301204819277107,0.4012738853503185,0.9224806201550387,0.23943661971830985,0.3801916932907348,0.9307692307692308,0.2429718875502008,0.3853503184713376
coy1c,0.9765625,0.5580357142857143,0.7102272727272727,0.9448818897637795,0.5381165919282511,0.6857142857142857,0.9609375,0.5491071428571429,0.6988636363636365
cp48p,0.7878787878787878,0.45614035087719296,0.5777777777777777,0.7076923076923077,0.40707964601769914,0.5168539325842697,0.7121212121212122,0.41228070175438597,0.5222222222222223
cp77e,0.9798994974874372,0.3207236842105263,0.48327137546468396,0.9393939393939394,0.30642504118616143,0.46211180124223594,0.9698492462311558,0.31743421052631576,0.47831474597273854
cp7bz,0.9850746268656716,0.2634730538922156,0.41574803149606304,0.9400749063670412,0.25074925074925075,0.3958990536277603,0.9776119402985075,0.26147704590818366,0.4125984251968504
cp8og,0.9289940828402367,0.19382716049382717,0.32073544433094997,0.8571428571428571,0.17799752781211373,0.29477993858751284,0.8875739644970414,0.18518518518518517,0.306435137895812
cpbj4,0.8987341772151899,0.27989487516425754,0.42685370741482964,0.8135593220338984,0.25263157894736843,0.38554216867469887,0.8227848101265823,0.25624178712220763,0.3907815631262525
cpdv3,0.9926470588235294,0.21634615384615385,0.3552631578947369,0.9333333333333333,0.20224719101123595,0.3324538258575198,0.9705882352941176,0.21153846153846154,0.34736842105263155
cpn3r,0.9426751592356688,0.6090534979423868,0.74,0.9102564102564102,0.5867768595041323,0.71356783919598,0.910828025477707,0.588477366255144,0.715
cpqyt,0.963855421686747,0.40302267002518893,0.5683836589698047,0.9151515151515152,0.3813131313131313,0.5383244206773619,0.9156626506024096,0.38287153652392947,0.5399644760213144
cq2a6,0.9635036496350365,0.26666666666666666,0.4177215189873418,0.8455882352941176,0.23279352226720648,0.36507936507936506,0.8832116788321168,0.24444444444444444,0.38291139240506333
cq81a,0.9788732394366197,0.2907949790794979,0.4483870967741936,0.9432624113475178,0.27882599580712786,0.43042071197410997,0.9647887323943662,0.28661087866108786,0.4419354838709677
cqasg,0.9222222222222223,0.538961038961039,0.680327868852459,0.8764044943820225,0.5098039215686274,0.6446280991735538,0.8888888888888888,0.5194805194805194,0.6557377049180327
cqbbo,0.8348623853211009,0.5027624309392266,0.6275862068965518,0.7685185185185185,0.46111111111111114,0.576388888888889,0.7706422018348624,0.46408839779005523,0.5793103448275863
cqbml,0.9595588235294118,0.15361977633902296,0.26484018264840187,0.8671586715867159,0.13839811542991756,0.2386998476383951,0.8970588235294118,0.14361389052383755,0.2475900558092339
cqe7y,0.9850746268656716,0.25287356321839083,0.40243902439024387,0.93,0.23785166240409208,0.3788187372708758,0.8109452736318408,0.2081736909323116,0.3313008130081301
cqefn,0.9802955665024631,0.06633333333333333,0.12425850764907899,0.9306930693069307,0.06268756252084028,0.11746329272102467,0.9753694581280788,0.066,0.1236340930377771
cqfqi,0.9699248120300752,0.9772727272727273,0.9735849056603774,0.9696969696969697,0.9770992366412213,0.9733840304182511,0.9699248120300752,0.9772727272727273,0.9735849056603774
cqily,0.9818181818181818,0.09800362976406533,0.1782178217821782,0.7990867579908676,0.07943713118474807,0.14450867052023122,0.6863636363636364,0.06851179673321234,0.12458745874587457
cqjd9,0.9836065573770492,0.8780487804878049,0.9278350515463918,0.9560439560439561,0.8529411764705882,0.9015544041450777,0.9726775956284153,0.8682926829268293,0.9175257731958762
cql7g,0.8805031446540881,0.36363636363636365,0.5147058823529412,0.7721518987341772,0.3177083333333333,0.4501845018450184,0.8176100628930818,0.33766233766233766,0.47794117647058826
cqnd3,0.9637681159420289,0.23707664884135474,0.3805436337625179,0.9124087591240876,0.22321428571428573,0.3586800573888092,0.9420289855072463,0.23172905525846701,0.3719599427753934
cqo13,0.9802631578947368,0.3880208333333333,0.5559701492537312,0.9403973509933775,0.370757180156658,0.5318352059925094,0.9671052631578947,0.3828125,0.5485074626865671
cqovk,0.9047619047619048,0.5053191489361702,0.6484641638225257,0.8461538461538461,0.47058823529411764,0.6048109965635738,0.8666666666666667,0.48404255319148937,0.621160409556314
cqrdq,0.9834254143646409,0.08636584182435711,0.15878679750223018,0.9277777777777778,0.08106796116504854,0.14910714285714285,0.9502762430939227,0.08345463367297429,0.15343443354148084
cqu31,0.9107142857142857,0.42323651452282157,0.5779036827195467,0.8558558558558559,0.3958333333333333,0.5413105413105412,0.8571428571428571,0.3983402489626556,0.5439093484419263
cqu8z,0.9285714285714286,0.8666666666666667,0.896551724137931,0.920863309352518,0.8590604026845637,0.888888888888889,0.9285714285714286,0.8666666666666667,0.896551724137931
cqv2n,0.9617486338797814,0.3302063789868668,0.4916201117318436,0.9120879120879121,0.31203007518796994,0.46498599439775906,0.9344262295081968,0.32082551594746717,0.47765363128491617
cqwo8,0.964824120603015,0.5203252032520326,0.6760563380281691,0.9141414141414141,0.49184782608695654,0.6395759717314488,0.9447236180904522,0.5094850948509485,0.6619718309859155
cqwxa,0.9507042253521126,0.25961538461538464,0.4078549848942598,0.8936170212765957,0.24277456647398843,0.3818181818181818,0.9014084507042254,0.24615384615384617,0.3867069486404834
cqyw6,0.965034965034965,1.0,0.9822064056939501,0.9647887323943662,1.0,0.982078853046595,0.965034965034965,1.0,0.9822064056939501
cqzx5,0.9863013698630136,0.22018348623853212,0.36,0.9450171821305842,0.21040550879877581,0.344180225281602,0.9623287671232876,0.21483180428134557,0.35125000000000006
cr06h,0.9607843137254902,0.3466981132075472,0.5095320623916811,0.9078947368421053,0.3262411347517731,0.48000000000000004,0.9281045751633987,0.33490566037735847,0.49220103986135183
cr1hg,0.9891304347826086,0.33090909090909093,0.49591280653950964,0.9453551912568307,0.3151183970856102,0.47267759562841527,0.9782608695652174,0.32727272727272727,0.49046321525885556
cr1il,0.9817351598173516,0.3161764705882353,0.4783092324805339,0.9541284403669725,0.30633284241531666,0.463768115942029,0.958904109589041,0.3088235294117647,0.4671857619577308
cr2k8,0.987012987012987,0.4676923076923077,0.6346555323590813,0.9738562091503268,0.45987654320987653,0.6247379454926625,0.974025974025974,0.46153846153846156,0.6263048016701462
cr7xc,0.92,0.30976430976430974,0.46347607052896717,0.8181818181818182,0.27364864864864863,0.41012658227848103,0.88,0.2962962962962963,0.4433249370277078
cr9vy,0.9590163934426229,0.15496688741721854,0.2668187001140251,0.8842975206611571,0.1419098143236074,0.24457142857142858,0.9180327868852459,0.14834437086092717,0.2554161915621437
cra8o,0.9815950920245399,0.5755395683453237,0.7256235827664398,0.9382716049382716,0.5487364620938628,0.6924829157175398,0.9693251533742331,0.5683453237410072,0.7165532879818594
crelk,0.9504132231404959,0.3185595567867036,0.47717842323651455,0.8583333333333333,0.2861111111111111,0.42916666666666664,0.9008264462809917,0.30193905817174516,0.45228215767634855
crfxu,0.9945054945054945,0.39606126914660833,0.566510172143975,0.9723756906077348,0.38596491228070173,0.5525902668759811,0.989010989010989,0.3938730853391685,0.5633802816901409
crgq1,0.9814814814814815,0.47533632286995514,0.6404833836858006,0.9532710280373832,0.4594594594594595,0.6200607902735562,0.9629629629629629,0.4663677130044843,0.6283987915407856
crln4,0.9326923076923077,0.20770877944325483,0.3397548161120841,0.8446601941747572,0.18669527896995708,0.3057996485061511,0.8557692307692307,0.1905781584582441,0.3117338003502627
crmxn,0.993103448275862,0.3764705882352941,0.5459715639810427,0.9584775086505191,0.362565445026178,0.5261158594491928,0.9827586206896551,0.37254901960784315,0.5402843601895734
crpjl,0.9368421052631579,0.34099616858237547,0.5,0.8723404255319149,0.3153846153846154,0.4632768361581921,0.8947368421052632,0.32567049808429116,0.4775280898876404
crtrv,0.9562043795620438,0.34933333333333333,0.51171875,0.9044117647058824,0.32887700534759357,0.48235294117647054,0.9343065693430657,0.3413333333333333,0.5
cs04n,0.9363636363636364,0.4161616161616162,0.5762237762237762,0.8858447488584474,0.39271255060728744,0.544179523141655,0.9,0.4,0.5538461538461539
cs33k,0.9925925925925926,0.2231473771856786,0.36437797416723317,0.9702602230483272,0.2175,0.35534377127297484,0.9851851851851852,0.22148209825145712,0.3616587355540449
csa4d,0.9591836734693877,0.3657587548638132,0.5295774647887324,0.9179487179487179,0.3489278752436647,0.5056497175141242,0.9183673469387755,0.35019455252918286,0.5070422535211268
cseoq,0.9221556886227545,0.36754176610978523,0.5255972696245734,0.8554216867469879,0.3397129186602871,0.4863013698630137,0.874251497005988,0.34844868735083534,0.49829351535836186
csg5y,0.9904458598726115,0.24353954581049334,0.3909490886235072,0.9680511182108626,0.23746081504702193,0.381371932032725,0.9808917197452229,0.24119028974158183,0.3871778755499686
csgcz,0.9848484848484849,0.5371900826446281,0.6951871657754011,0.9465648854961832,0.5145228215767634,0.6666666666666666,0.9696969696969697,0.5289256198347108,0.6844919786096257
csolf,0.9728506787330317,0.30714285714285716,0.4668838219326819,0.9272727272727272,0.2918454935622318,0.4439608269858542,0.9366515837104072,0.2957142857142857,0.44951140065146583
cspo3,0.9746835443037974,0.219790675547098,0.358695652173913,0.940677966101695,0.21142857142857144,0.3452566096423017,0.9324894514767933,0.21027592768791628,0.34316770186335405
cspp5,0.9304347826086956,0.3543046357615894,0.513189448441247,0.8508771929824561,0.3222591362126246,0.4674698795180723,0.8956521739130435,0.34105960264900664,0.4940047961630696
css88,0.9817073170731707,0.18742724097788127,0.31476050830889546,0.9263803680981595,0.175990675990676,0.2957884427032322,0.9634146341463414,0.1839348079161816,0.3088954056695992
csvlp,0.9548022598870056,0.2835570469798658,0.4372574385510996,0.8920454545454546,0.2638655462184874,0.40726329442282755,0.9152542372881356,0.27181208053691275,0.41914618369987067
ct0bk,0.9141104294478528,0.40821917808219177,0.5643939393939393,0.8209876543209876,0.36538461538461536,0.5057034220532319,0.8588957055214724,0.3835616438356164,0.5303030303030303
ct16o,0.968944099378882,0.37410071942446044,0.5397923875432526,0.93125,0.3581730769230769,0.517361111111111,0.9440993788819876,0.3645083932853717,0.5259515570934256
ct5qb,0.9528795811518325,0.6086956521739131,0.7428571428571429,0.9052631578947369,0.5771812080536913,0.7049180327868854,0.9162303664921466,0.5852842809364549,0.7142857142857143
ct9f6,0.9931972789115646,0.2796934865900383,0.43647234678624813,0.952054794520548,0.2667946257197697,0.41679160419790107,0.9659863945578231,0.2720306513409962,0.42451420029895365
ctb7b,0.9926739926739927,0.35194805194805195,0.5196548418024928,0.9742647058823529,0.34460338101430427,0.5091258405379443,0.9816849816849816,0.34805194805194806,0.513902205177373
cteoi,0.9890710382513661,0.1685288640595903,0.28798727128082735,0.945054945054945,0.1602982292637465,0.27410358565737053,0.9726775956284153,0.16573556797020483,0.2832140015910899
ctf62,0.9724770642201835,0.4274193548387097,0.5938375350140056,0.9170506912442397,0.402020202020202,0.5589887640449438,0.9495412844036697,0.4173387096774194,0.5798319327731093
ctffc,0.9914893617021276,0.4735772357723577,0.640990371389271,0.9743589743589743,0.46435845213849286,0.6289655172413794,0.9787234042553191,0.46747967479674796,0.6327372764786795
ctfyd,0.9562841530054644,0.09977194982896237,0.18069179143004643,0.8956043956043956,0.09298345693097547,0.1684754521963824,0.726775956284153,0.0758266818700114,0.1373257614868353
cth6g,0.9881656804733728,0.620817843866171,0.7625570776255708,0.9583333333333334,0.6007462686567164,0.738532110091743,0.9526627218934911,0.5985130111524164,0.7351598173515982
cti7d,0.9501915708812261,0.16734143049932523,0.28456683878370626,0.8384615384615385,0.14719783929777178,0.2504307869040781,0.89272030651341,0.1572199730094467,0.2673551348250144
ctk6u,0.976878612716763,0.16782522343594836,0.2864406779661017,0.9244186046511628,0.15805168986083498,0.2699490662139219,0.9421965317919075,0.1618669314796425,0.276271186440678
ctkqk,0.9776119402985075,0.08534201954397394,0.15698022768124625,0.8796992481203008,0.07627118644067797,0.14037192561487702,0.9029850746268657,0.07882736156351791,0.1449970041941282
ctnxq,0.95,0.15811373092926492,0.2711058263971463,0.8823529411764706,0.14583333333333334,0.25029797377830754,0.9,0.14979195561719832,0.25683709869203325
ctpsd,0.9789029535864979,0.5333333333333333,0.6904761904761905,0.940677966101695,0.511520737327189,0.6626865671641792,0.9578059071729957,0.5218390804597701,0.6755952380952381
cttti,0.949438202247191,0.16218809980806143,0.2770491803278689,0.8700564971751412,0.14793467819404418,0.2528735632183908,0.8595505617977528,0.14683301343570057,0.2508196721311476
ctw1r,0.7422680412371134,0.4768211920529801,0.5806451612903226,0.6145833333333334,0.3933333333333333,0.47967479674796754,0.6907216494845361,0.44370860927152317,0.5403225806451613
ctz97,0.9354838709677419,0.6480446927374302,0.7656765676567655,0.8780487804878049,0.6067415730337079,0.7176079734219268,0.8870967741935484,0.6145251396648045,0.7260726072607261
cu0ic,0.9347826086956522,0.17040951122853368,0.288268156424581,0.8540145985401459,0.15476190476190477,0.2620380739081747,0.8768115942028986,0.15984147952443858,0.27039106145251396
cu41u,0.9829351535836177,0.1702127659574468,0.290176322418136,0.934931506849315,0.1614429331756357,0.2753403933434191,0.9522184300341296,0.16489361702127658,0.2811083123425692
cu5ye,0.957345971563981,0.12002376708259062,0.2133051742344245,0.8142857142857143,0.10166468489892984,0.18076109936575052,0.7819905213270142,0.09803921568627451,0.17423442449841606
cu7fb,0.983739837398374,0.12359550561797752,0.21960072595281305,0.9387755102040817,0.11752682677567705,0.20890099909173476,0.9552845528455285,0.12002042900919306,0.2132486388384755
cu82c,0.9955456570155902,0.16747845635069314,0.286722257857601,0.9665178571428571,0.16229385307346328,0.27792041078305524,0.9888641425389755,0.16635443986511803,0.2847979474021809
cu9c1,0.9950980392156863,0.23068181818181818,0.37453874538745385,0.9655172413793104,0.2229806598407281,0.36229205175600737,0.9803921568627451,0.22727272727272727,0.3690036900369004
cubvt,0.9929078014184397,0.1402805611222445,0.24582967515364354,0.9715302491103203,0.1368421052631579,0.2398945518453427,0.8475177304964538,0.11973947895791583,0.20983318700614573
cud3o,0.9856459330143541,0.39539347408829173,0.5643835616438356,0.9615384615384616,0.38461538461538464,0.5494505494505495,0.9808612440191388,0.3934740882917466,0.5616438356164384
cudcl,0.9487179487179487,0.30578512396694213,0.4625,0.8620689655172413,0.27624309392265195,0.4184100418410042,0.9145299145299145,0.29476584022038566,0.44583333333333336
cuehj,0.9789473684210527,0.09167077378018729,0.1676430824695809,0.9259259259259259,0.08629191321499013,0.15787099684258007,0.9526315789473684,0.08920650566781665,0.16313654799459212
cughd,0.9633507853403142,0.5395894428152492,0.6917293233082706,0.9105263157894737,0.5088235294117647,0.6528301886792454,0.9267015706806283,0.5190615835777126,0.6654135338345865
cugmv,0.9418960244648318,0.08789954337899543,0.16079352649438786,0.8312883435582822,0.0773622609192121,0.14155131888221467,0.7828746177370031,0.0730593607305936,0.13364656747585485
cuinz,0.9727272727272728,0.13391739674593242,0.2354235423542354,0.9269406392694064,0.12711333750782716,0.223568281938326,0.9409090909090909,0.1295369211514393,0.22772277227722773
cumue,0.9860724233983287,0.32036199095022627,0.4836065573770492,0.946927374301676,0.3070652173913043,0.46374829001367995,0.9777158774373259,0.3176470588235294,0.4795081967213114
cuns0,0.9868852459016394,0.09132281553398058,0.16717578450430434,0.9605263157894737,0.08861911987860395,0.16226729647124202,0.980327868852459,0.09071601941747573,0.16606498194945848
cusyc,0.9470899470899471,0.22544080604534006,0.36419125127161756,0.8563829787234043,0.2030264817150063,0.32823649337410804,0.8941798941798942,0.2128463476070529,0.34384537131230924
cuufz,0.967391304347826,0.572347266881029,0.7191919191919192,0.907103825136612,0.535483870967742,0.6734279918864098,0.9239130434782609,0.5466237942122186,0.6868686868686869
cuvs1,0.9090909090909091,0.3440366972477064,0.49916805324459235,0.8414634146341463,0.31724137931034485,0.46076794657762943,0.8545454545454545,0.32339449541284404,0.4692179700499168
cv8z2,0.978494623655914,0.2158956109134045,0.35374149659863946,0.918918918918919,0.20190023752969122,0.3310613437195716,0.9516129032258065,0.2099644128113879,0.3440233236151603
cv95x,0.9318181818181818,0.4293193717277487,0.5878136200716846,0.8857142857142857,0.4068241469816273,0.5575539568345323,0.8920454545454546,0.4109947643979058,0.5627240143369177
cvi0h,0.9545454545454546,0.4921875,0.6494845360824743,0.9230769230769231,0.47244094488188976,0.625,0.9393939393939394,0.484375,0.6391752577319588
cvngw,0.9878787878787879,0.2874779541446208,0.44535519125683065,0.9390243902439024,0.27208480565371024,0.42191780821917807,0.9696969696969697,0.2821869488536155,0.4371584699453552
cvpra,0.9166666666666666,0.8979591836734694,0.9072164948453607,0.9020979020979021,0.8835616438356164,0.8927335640138407,0.9027777777777778,0.8843537414965986,0.8934707903780069
cvvkm,0.9945652173913043,0.18029556650246306,0.30525437864887406,0.9453551912568307,0.17061143984220908,0.2890559732664996,0.9836956521739131,0.17832512315270935,0.3019182652210175
cvvmw,0.953757225433526,0.6111111111111112,0.7449209932279911,0.9069767441860465,0.5799256505576208,0.7074829931972789,0.9190751445086706,0.5888888888888889,0.7178329571106095
ny2o2,0.9343434343434344,0.7773109243697479,0.8486238532110092,0.8578680203045685,0.7130801687763713,0.7788018433179723,0.8737373737373737,0.726890756302521,0.793577981651376
ny2xk,0.9745762711864406,0.9349593495934959,0.954356846473029,0.9658119658119658,0.9262295081967213,0.9456066945606694,0.9661016949152542,0.926829268292683,0.946058091286307
ny3if,0.9411764705882353,0.43389830508474575,0.5939675174013921,0.8814814814814815,0.40476190476190477,0.5547785547785548,0.9044117647058824,0.41694915254237286,0.5707656612529003
ny53b,0.9485714285714286,0.6775510204081633,0.7904761904761906,0.9137931034482759,0.6516393442622951,0.7607655502392344,0.92,0.6571428571428571,0.7666666666666667
ny5bd,0.900709219858156,1.0,0.9477611940298507,0.9,1.0,0.9473684210526316,0.900709219858156,1.0,0.9477611940298507
ny5fz,0.9595375722543352,0.4911242603550296,0.6497064579256361,0.9069767441860465,0.4629080118694362,0.612966601178782,0.9190751445086706,0.47041420118343197,0.6223091976516635
ny60y,0.936,0.13895486935866982,0.24198552223371247,0.8629032258064516,0.1272294887039239,0.22176165803108808,0.92,0.13657957244655583,0.23784901758014482
ny6fz,0.967741935483871,0.26200873362445415,0.4123711340206186,0.9405405405405406,0.2536443148688047,0.399540757749713,0.9623655913978495,0.26055312954876275,0.41008018327605966
ny7ew,0.9933774834437086,0.15376729882111737,0.26631158455392806,0.9568106312292359,0.1476923076923077,0.2558862727676588,0.9801324503311258,0.15171706817016914,0.2627607634265424
ny8vd,0.981651376146789,0.45147679324894513,0.6184971098265897,0.9537037037037037,0.4364406779661017,0.5988372093023256,0.963302752293578,0.4430379746835443,0.6069364161849711
nya3t,0.9753086419753086,0.316,0.4773413897280967,0.9316770186335404,0.30060120240480964,0.45454545454545453,0.9444444444444444,0.306,0.4622356495468278
nya4b,0.9617224880382775,0.8340248962655602,0.8933333333333334,0.9326923076923077,0.8083333333333333,0.8660714285714286,0.9330143540669856,0.8091286307053942,0.8666666666666667
nybk8,0.9933110367892977,0.34059633027522934,0.5072587532023911,0.9697986577181208,0.33180252583237657,0.49443969204448246,0.9832775919732442,0.33715596330275227,0.5021349274124679
nycav,0.9418604651162791,0.7431192660550459,0.8307692307692306,0.9294117647058824,0.7314814814814815,0.8186528497409327,0.9418604651162791,0.7431192660550459,0.8307692307692306
